status,gid,email,date,deadline,progress,rating,count,title,author,publisher,first_edition,ISBN,language,category,publication,comment,_id,arrival_date
FALSE,,,,,,,,ビジネスモデル・ジェネレーション ビジネスモデル設計書,"アレックス・オスターワルダー (著), イヴ・ピニュール (著), 小山 龍介  (翻訳)",翔泳社,2012/02/09,978-4798122977,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_106,2017/8/8
FALSE,,,,,,,,スクラム 仕事が４倍速くなる“世界標準”のチーム戦術,"ジェフ・サザーランド (著), 石垣賀子 (翻訳)",早川書房,2015/06/20,978-4152095428,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_107,2017/8/8
FALSE,,,,,,,,CSV時代のイノベーション戦略 「社会課題」から骨太な新事業を産み出す,藤井 剛 (著),ファーストプレス,2014/07/07,978-4904336793,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_108,2017/8/8
FALSE,,,,,,,,リーン・スタートアップ,"エリック・リース  (著), 伊藤 穣一(MITメディアラボ所長) (解説), 井口 耕二  (翻訳)",日経BP社,2012/04/16,978-4822248970,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_109,2017/8/8
FALSE,,,,,,,,イノベーションのジレンマ―技術革新が巨大企業を滅ぼすとき (Harvard business school press),"クレイトン・クリステンセン  (著), 玉田 俊平太 (監修), 伊豆原 弓 (翻訳)",翔泳社,2001/07/03,978-4798100234,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_110,2017/8/8
FALSE,,,,,,,,アイデア・メーカー: 今までにない発想を生み出しビジネスモデルを設計する教科書&問題集,山口 高弘 (著),東洋経済新報社,2015/01/22,978-4492557556,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_111,2017/8/8
FALSE,,,,,,,,Tokyo graffiti (トウキョウグラフィティ) 2015年 02月号,,グラフィティ,2014/01/23,,日本語,その他,雑誌,,one_112,2017/8/8
FALSE,,,,,,,,Tokyo graffiti (トウキョウグラフィティ) 2014年 10月号,,グラフィティ,2014/9/23,,日本語,その他,雑誌,,one_113,2017/8/8
FALSE,,,,,,,,Tokyo graffiti (トウキョウグラフィティ) 2014年 06月号,,グラフィティ,2014/5/23,,日本語,その他,雑誌,,one_114,2017/8/8
FALSE,,,,,,,,Tokyo graffiti (トウキョウグラフィティ) 2014年 03月号,,グラフィティ,2014/2/22,,日本語,その他,雑誌,,one_115,2017/8/8
FALSE,,,,,,,,Tokyo graffiti (トウキョウグラフィティ) 2014年 02月号,,グラフィティ,2014/1/23,,日本語,その他,雑誌,,one_116,2017/8/8
FALSE,,,,,,,,Tokyo graffiti(トウキョウグラフィティ) 2015年 09 月号,,グラフィティ,2015/8/22,,日本語,その他,雑誌,,one_117,2017/8/8
FALSE,,,,,,,,Tokyo graffiti(トウキョウグラフィティ) 2015年 07 月号,,グラフィティ,2015/06/23,,日本語,その他,雑誌,,one_118,2017/8/8
FALSE,,,,,,,,HR 2016年 03 月号,,グラフィティ,2016/2/8,,日本語,その他,雑誌,,one_119,2017/8/8
FALSE,,,,,,,,UOMO(ウオモ) 2016年 03 月号,,集英社,2016/1/23,,日本語,その他,雑誌,,one_120,2017/8/8
FALSE,,,,,,,,AERA (アエラ) 2015年 10/26 号,,朝日新聞出版,2015/10/19,,日本語,アイデェア・イノベーション・ビジネスモデル,雑誌,,one_121,2017/8/8
FALSE,,,,,,,,Meanwhile in San Francisco: The City in its Own Words,Wendy MacNaughton  (著),Chronicle Books,2014/03/18,978-1452113890,ENGLISH,その他,単行本,,one_122,2017/8/8
FALSE,,,,,,,,NITORI magazine ニトリでつくるおしゃれインテリア&収納,,扶桑社,2016/08/30,978-4594611026,日本語,設計・ソフトウェア・DIY,ムック,,one_123,2017/8/8
FALSE,,,,,,,,アイデアがどんどん生まれる ラクガキノート術 実践編,"タムラカイ  (著), 趣味の文具箱編集部 (編集)",エイ出版社,2016/09/30,978-4777942220,日本語,アイデェア・イノベーション・ビジネスモデル,ムック,,one_124,2017/8/8
FALSE,,,,,,,,Foyer Vol.69 2015年 04月号,,ステレオサウンド,2015/3/11,,日本語,アイデェア・イノベーション・ビジネスモデル,雑誌,,one_125,2017/8/8
FALSE,,,,,,,,タイムアウト東京マガジン第5号 / Time Out Tokyo Magazine No.5 (タイムアウト東京マガジン / Time Out Tokyo Magazine),Time Out Tokyo Inc. (著),Time Out Tokyo Inc,2016,,ENGLISH,アイデェア・イノベーション・ビジネスモデル,その他,禁持出,one_126,2017/8/8
FALSE,,,,,,,,ELLE DECOR (エル・デコ) 2016年 10月号,ハースト婦人画報社 (編集),ハースト婦人画報社,2016/9/7,,日本語,アイデェア・イノベーション・ビジネスモデル,雑誌,,one_127,2017/8/8
FALSE,,,,,,,,sanwa company Best selection 2016 vol.23,,（株）サンワカンパニー,2016,,日本語,その他,カタログ,禁持出,one_128,2017/8/8
FALSE,,,,,,,,sanwa company Materials 2016 vol.23,,（株）サンワカンパニー,2016,,日本語,その他,カタログ,禁持出,one_129,2017/8/8
FALSE,,,,,,,,COLLECTION IDC CATALOGUE,,（株）大塚家具,2016,,日本語,その他,カタログ,禁持出,one_130,2017/8/8
FALSE,,,,,,,,LIGHTING IDC照明カタログ Ver.14,,（株）大塚家具,2016,,日本語,その他,カタログ,禁持出,one_131,2017/8/8
FALSE,,,,,,,,MINO 106 ウォール＆エクステリアカタログ　バルコニー手摺　フラワーボックス　鋳物壁飾り・妻飾り・窓格子,,MINO株式会社,,,日本語,その他,カタログ,禁持出,one_132,2017/8/8
FALSE,,,,,,,,MINO 516 ウォール＆エクステリアカタログ 木の表情と質感をもつ複合建材彩木,,MINO株式会社,,,日本語,その他,カタログ,禁持出,one_133,2017/8/8
FALSE,,,,,,,,Fusion360操作ガイド CAM・切削加工編―次世代クラウドベース3DCAD/CAM,"三谷 大暁 (著), 大塚 貴 (著), 〓谷 健史 (著)",カットシステム,2017/08/10,978-4877834180,日本語,設計・ソフトウェア・DIY,単行本,,one_134,2017/8/8
FALSE,,,,,,,,突破するデザイン あふれるビジョンから最高のヒットをつくる,"ロベルト・ベルガンティ (著), 安西 洋之 (監修), 八重樫 文(監訳) (その他), 立命館大学経営学部DML (翻訳)",日経BP社,2017/07/03,978-4822255251,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_135,2017/8/8
FALSE,,,,,,,,iPhone Open Application Development: Write Native Objective-C Applications for the iPhone,nathan Zdziarski,O'Reilly,2008/3/1,978-0596518554,ENGLISH,設計・ソフトウェア・DIY,単行本,MAKER ROOM利用者さんよりご提供,one_136,2017/8/8
FALSE,,,,,,,,"WORK MILL with Forbes issue 1
 WHY COWORKING? 世界のイノベーションの震源地を訪ねてコワーキングと働き方の未来",,プレジデント社,2017/9/27,ASIN: B075J4G6TF,日本語,アイデェア・イノベーション・ビジネスモデル,雑誌,,one_137,2017/8/8
FALSE,,,,,,,,最新ANSI C++オブジェクト指向プログラミング―エキスパートへの最短コース (Professional Programmers’ Books),"Paul Anderson (著)
 Gail Anderson (著)",ピアソン・エデュケーション,1999/02,978-4894710870,日本語,設計・ソフトウェア・DIY,単行本,,one_138,2017/8/8
FALSE,,,,,,,,CプログラマのためのC++入門 (望洋博士の入門シリーズ),柴田 望洋  (著),ソフトバンククリエイティブ,1992/08,978-4890523399,日本語,設計・ソフトウェア・DIY,単行本,,one_139,2017/8/8
FALSE,,,,,,,,ティール組織――マネジメントの常識を覆す次世代型組織の出現,"フレデリック・ラルー (著), 嘉村賢州 (その他), 鈴木立哉 (翻訳)",英治出版,2018/1/24,978-4862762269,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_140,2017/8/8
FALSE,,,,,,,,デザイン科学概論:多空間デザインモデルの理論と実践,"藤 健郎 (著, 編集), 佐藤 弘喜 (著, 編集), 佐藤 浩一郎 (著, 編集), 松岡 由幸 (監修)",慶應義塾大学出版会,2018/3/20,978-4766425024,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_141,2018/10/16
FALSE,,,,,,,,60分でわかる! ブロックチェーン最前線,ブロックチェーンビジネス研究会 (著),技術評論社,2018/5/25,978-4774197616,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_142,2018/10/16
FALSE,,,,,,,,スペキュラティヴ・デザイン 問題解決から、問題提起へ。?未来を思索するためにデザインができること,"アンソニー・ダン (著), フィオーナ・レイビー (著), 久保田 晃弘 (監修), 千葉 敏生 (翻訳)",ビー・エヌ・エヌ新社,2015/11/15,978-4802510028,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_143,2018/10/16
FALSE,,,,,,,,ハーバード・ビジネス・レビュー イノベーション論文ベスト10 イノベーションの教科書 (Harvard Business Review Press),"ハーバード・ビジネス・レビュー編集部 (編集), DIAMONDハーバード・ビジネス・レビュー編集部 (翻訳)",ダイヤモンド社,2018/9/6,978-4478106334,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_144,2018/10/16
FALSE,,,,,,,,CX(カスタマー・エクスペリエンス)戦略: 顧客の心とつながる経験価値経営,田中 達雄 (著),東洋経済新報社,2018/9/14,978-4492557853,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_145,2018/10/16
FALSE,,,,,,,,カスタマーサクセス――サブスクリプション時代に求められる「顧客の成功」10の原則,"ニック・メータ (著), ダン・スタインマン (著), リンカーン・マーフィー (著), & 1 その他",英治出版,２０１８/6/6,978-4862762603,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_146,2018/10/16
FALSE,,,,,,,,アイデアのスイッチ! 誰でも「ひらめき」が生まれる4ステップ思考法,中沢 剛 (著),ダイヤモンド社,2018/9/13,978-4478068694,日本語,アイデェア・イノベーション・ビジネスモデル,単行本,,one_147,2018/10/16
FALSE,,,,,,,,サピエンス全史(上)文明の構造と人類の幸福,"ユヴァル・ノア・ハラリ  (著), 柴田裕之 (翻訳)",河出書房新社,2016/9/8,978-4309226712,日本語,その他,単行本,,one_148,2018/10/16
FALSE,,,,,,,,サピエンス全史(下)文明の構造と人類の幸福,"ユヴァル・ノア・ハラリ  (著), 柴田裕之 (翻訳)",河出書房新社,2016/9/8,978-4309226729,日本語,その他,単行本,,one_149,2018/10/16
FALSE,,,,,,,,ホモ・デウス 上: テクノロジーとサピエンスの未来,"ユヴァル・ノア・ハラリ  (著), 柴田裕之 (翻訳)",河出書房新社,2018/9/6,978-4309227368,日本語,その他,単行本,,one_150,2018/10/16
FALSE,,,,,,,,ホモ・デウス 下: テクノロジーとサピエンスの未来,"ユヴァル・ノア・ハラリ  (著), 柴田裕之 (翻訳)",河出書房新社,,,日本語,その他,単行本,,one_151,2018/10/16
FALSE,,,,,,,,Discover Japan_CREATORS 世界を変えるWOWの仕事術 (エイムック Discover Japan_CREATORS),ディスカバージャパン編集部 (編集),エイ出版社,2018/3/30,978-4777950799,日本語,アイデェア・イノベーション・ビジネスモデル,ムック,,one_152,2018/10/16
FALSE,,,,,,,,図解 形状設計ノウハウハンドブック―デザイン科学が読み解く熟練設計者の知恵と工夫,松岡 由幸  (著),日刊工業新聞社,2010/7/1,978-4526064951,日本語,設計・ソフトウェア・DIY,単行本,,one_153,2018/10/19
FALSE,,,,,,,,978-4864800129,takram design engineering(タクラム デザイン エンジニアリング) (著),LIXIL出版,2104/9/10,978-4864800129,日本語,UX・インターフェイス,単行本,,one_154,2018/10/19
